,....Siquijor,10,176,186,1,260,261,447,146,180,326,193,90,283,609
,..REGION VIII (EASTERN VISAYAS),75600,83534,159134,30390,72892,103282,262416,83522.21,52302,135824.21,45199.1,66252,111451.1,247275.31
,....Biliran,1652,4526,6178,2042,4083,6125,12303,1290,4608,5898,1956,4438,6394,12292
,....Eastern Samar,7154,5454,12608,1748,4568,6316,18924,8425.21,4076,12501.21,4319.07,3966,8285.07,20786.28
,....Leyte,33103,34308,67411,8979,35985,44964,112375,33073,19799,52872,21674.27,31603,53277.27,106149.27
,....Northern Samar,8575,21068,29643,7806,2572,10378,40021,15155,5840,20995,7400,2286,9686,30681
,....Samar,22242,10106,32348,8177,19172,27349,59697,22691,10075,32766,8152,17504,25656,58422
,....Southern Leyte,2874,8072,10946,1638,6512,8150,19096,2888,7904,10792,1697.77,6455,8152.77,18944.77
,..REGION IX (ZAMBOANGA PENINSULA),41136,20601.36,61737.36,46900,48989.23,95889.23,157626.59,48018,20340.61,68358.61,46720.68,46821.25,93541.93,161900.53
,....Zamboanga del Norte,10762,3091,13853,5440,15420,20860,34713,10984,3182.41,14166.41,6379.68,14932.05,21311.73,35478.14
,....Zamboanga del Sur,18856,11441.86,30297.86,28294,14145.74,42439.74,72737.6,26480,12598.2,39078.2,28702,14854.2,43556.2,82634.39
,....Zamboanga Sibugay,9615,5221,14836,11869,16922,28791,43627,10554,4560,15114,11639,17035,28674,43788
,....Zamboanga City,1903,847.5,2750.5,1297,2501.49,3798.49,6548.99,0,0,0,0,0,0,0
,..REGION X (NORTHERN MINDANAO),40231,33050,73281,49176,44658,93834,167115,42640,30756,73396,49921,42553,92474,165870
,....Bukidnon,28478,15350,43828,28527,28450,56977,100805,30429,15128,45557,28697,26592,55289,100846
,....Camiguin,55,231,286,40,237,277,563,74,216,290,55,233,288,578
,....Lanao del Norte,7020,10213,17233,13670,9657,23327,40560,6951,8853,15804,14300,9569,23869,39673
,....Misamis Occidental,3255,5830,9085,5403,4741,10144,19229,3929,5243,9172,5403,4680,10083,19255
,....Misamis Oriental,1423,1426,2849,1536,1573,3109,5958,1257,1316,2573,1466,1479,2945,5518
,..REGION XI (DAVAO REGION),27465.7,21539,49004.7,27246,26668,53914,102918.7,29120.48,22551,51671.48,29162.1,27180,56342.1,108013.58
,....Davao de Oro (Compostela Valley),7179,6032,13211,7573,8657,16230,29441,7021,7079,14100,8453,8821,17274,31374
,....Davao del Norte,7478,6798,14276,8951,5844,14795,29071,7031.5,7651,14682.5,9253.1,7037,16290.1,30972.6
,....Davao del Sur,9377,1626,11003,6682,6270,12952,23955,11584,2558,14142,8584,6224,14808,28950
,....Davao Occidental,109.7,169,278.7,159,255,414,692.7,114.98,258,372.98,199,275,474,846.98
,....Davao Oriental,2329,5970,8299,2690,4635,7325,15624,3369,5005,8374,2673,4823,7496,15870
,....City of Davao,993,944,1937,1191,1007,2198,4135,0,0,0,0,0,0,0
,..REGION XII (SOCCSKSARGEN),111394,25565.98,136959.98,97980.83,99745.99,197726.82,334686.8,116648,23805.97,140453.97,110128.73,95893,206021.73,346475.7
,....Cotabato (North Cotabato),43445,7887,51332,36976,39784,76760,128092,45426,7787,53213,37694,39931,77625,130838
,....Sarangani,2353,1833.98,4186.98,4167.83,3912.99,8080.82,12267.8,2019,1970.97,3989.97,4130,4130,8260,12249.97
,....South Cotabato,28091,6882,34973,25249,24640,49889,84862,27872,9604,37476,29218,18624,47842,85318
,....Sultan Kudarat,37505,8963,46468,31588,31409,62997,109465,41331,4444,45775,39086.73,33208,72294.73,118069.73
,..REGION XIII (CARAGA),7941.3,78838,86779.3,18927,50366.75,69293.75,156073.05,8346,78315,86661,9035,52182,61217,147878
,....Agusan del Norte,1130,8334,9464,1210,10154,11364,20828,1138,8126,9264,1340,9764,11104,20368
,....Agusan del Sur,105,45040,45145,9740,30615,40355,85500,434,45146,45580,2547,32495,35042,80622
,....Dinagat Islands,332,1163,1495,880,508,1388,2883,394,1235,1629,694,559,1253,2882
,....Surigao del Norte,2958,9986,12944,2440,4804.75,7244.75,20188.75,3102,10015,13117,1098,4816,5914,19031
,....Surigao del Sur,3416.3,14315,17731.3,4657,4285,8942,26673.3,3278,13793,17071,3356,4548,7904,24975
,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),73103.62,31915.2,105018.82,70581,57736.62,128317.62,233336.44,73811.82,30871.38,104683.2,73759,58333.62,132092.62,236775.82
,....Basilan,114,9,123,4,10,14,137,131.67,12.38,144.05,43,31,74,218.05
,....Lanao del Sur,14480,13800,28280,23814,24003,47817,76097,14470,13789,28259,24528,24002,48530,76789
,....Maguindanao,58509.62,18106.2,76615.82,46109,33699.62,79808.62,156424.44,59210.15,17070,76280.15,48531,33699.62,82230.62,158510.77
,....Sulu,0,0,0,513,0,513,513,0,0,0,530,587,1117,1117
,....Tawi-tawi,0,0,0,141,24,165,165,0,0,0,127,14,141,141
White Corn,..CORDILLERA ADMINISTRATIVE REGION (CAR),1133,47,1180,5135,56,5191,6371,1117,158.22,1275.22,5128,96,5224,6499.22
,....Abra,1065,0,1065,5067,0,5067,6132,1065,0,1065,5073,0,5073,6138
,....Apayao,25,35,60,10,50,60,120,9,6,15,15,12,27,42
,....Benguet,10,12,22,9,6,15,37,10,12,22,9,6,15,37
,....Ifugao,0,0,0,0,0,0,0,0,0,0,12,0,12,12
,....Kalinga,33,0,33,30,0,30,63,33,140.22,173.22,0,78,78,251.22
,....Mountain Province,0,0,0,19,0,19,19,0,0,0,19,0,19,19
,..REGION I (ILOCOS REGION),6299,2991.96,9290.96,1296,1400,2696,11986.96,6404,3061,9465,1121,1356,2477,11942
,....Ilocos Norte,2557,300,2857,245,230,475,3332,2385,278,2663,82,224,306,2969
,....Ilocos Sur,1368,991.96,2359.96,645,540,1185,3544.96,1418,1062,2480,645,517,1162,3642
,....La Union,833,701,1534,224,334,558,2092,994,722,1716,209,319,528,2244
,....Pangasinan,1541,999,2540,182,296,478,3018,1607,999,2606,185,296,481,3087
,..REGION II (CAGAYAN VALLEY),2946,1986,4932,2909,1707,4616,9548,2835,1696.32,4531.32,1279,1841,3120,7651.32
,....Batanes,6,13,19,6,9,15,34,8,42.32,50.32,3,6,9,59.32
,....Cagayan,1102,777,1879,1503,626,2129,4008,1089,803,1892,819,720,1539,3431
,....Isabela,1284,976,2260,1019,958,1977,4237,1348,750,2098,296,893,1189,3287
,....Nueva Vizcaya,269,107,376,175,61,236,612,188,90,278,114,157,271,549
,....Quirino,285,113,398,206,53,259,657,202,11,213,47,65,112,325
,..REGION III (CENTRAL LUZON),4068.21,3735.7,7803.91,2295.09,1521.4,3816.49,11620.4,4665,3618,8283,1564.92,1337.07,2901.99,11184.99
,....Aurora,190,182,372,109,98.4,207.4,579.4,149,145,294,64,35,99,393
,....Bataan,164,154,318,56,34,90,408,176,91,267,46,52.07,98.07,365.07
,....Bulacan,578,90,668,49.09,28,77.09,745.09,395,26,421,30,28,58,479
,....Nueva Ecija,2128.52,2132.7,4261.22,925,1200,2125,6386.22,3128,2755,5883,878,1070,1948,7831
,....Pampanga,863,824,1687,571,39,610,2297,676,272,948,373.92,70,443.92,1391.92
,....Tarlac,126,263,389,538,88,626,1015,121,245,366,154,62,216,582
,....Zambales,18.69,90,108.69,47,34,81,189.69,20,84,104,19,20,39,143
,..REGION IV-A (CALABARZON),1858.65,2001.9,3860.55,4979.69,4283.88,9263.57,13124.12,2346,1578.15,3924.15,4686.45,4204.63,8891.08,12815.23
,....Batangas,304,73,377,1531,1464.92,2995.92,3372.92,870,158,1028,1824.15,1452.8,3276.95,4304.95
,....Cavite,49,18.3,67.3,578,76.19,654.19,721.49,72,37.25,109.25,349.3,97.83,447.13,556.38
,....Laguna,346,273,619,280.64,126.02,406.66,1025.66,288,135.9,423.9,250,136,386,809.9
,....Quezon,1090,1536,2626,2311,2509,4820,7446,1086,1167,2253,2174,2461,4635,6888
,....Rizal,69.65,101.6,171.25,279.05,107.75,386.8,558.05,30,80,110,89,57,146,256
,..MIMAROPA REGION,810,1712,2522,2462,1821,4283,6805,749,1259,2008,2061,1112,3173,5181
,....Marinduque,18,30,48,102,87,189,237,34,36,70,147,110,257,327
,....Occidental Mindoro,226,1367,1593,1044,754,1798,3391,185,802,987,831,146,977,1964
,....Oriental Mindoro,50,91,141,59,56,115,256,46,63,109,46,71,117,226
,....Palawan,434,193,627,871,769,1640,2267,424,244,668,665,709,1374,2042
,....Romblon,82,31,113,386,155,541,654,60,114,174,372,76,448,622
,..REGION V (BICOL REGION),18912,6624.99,25536.99,16646,7373,24019,49555.99,19439,6639.38,26078.38,17380.39,7022.1,24402.49,50480.87
,....Albay,650,769,1419,1836,660,2496,3915,655,857,1512,1907,653,2560,4072
,....Camarines Norte,250,305,555,219,100,319,874,265,298,563,195,98,293,856
,....Camarines Sur,2217,1726,3943,1199,1748,2947,6890,2344,1669,4013,1217,1772,2989,7002
,....Catanduanes,34,67.99,101.99,193,222,415,516.99,50,63.38,113.38,176.39,89.1,265.49,378.87
,....Masbate,15733,3732,19465,13157,4588,17745,37210,16096,3731,19827,13841,4360,18201,38028
,....Sorsogon,28,25,53,42,55,97,150,29,21,50,44,50,94,144
,..REGION VI (WESTERN VISAYAS),11724,6268,17992,21549,8570,30119,48111,10636,6896,17532,19684,8539.5,28223.5,45755.5
,....Aklan,84,127,211,171,167,338,549,78,114,192,164,161,325,517
,....Antique,144,95,239,220,30,250,489,134,99,233,200,26.5,226.5,459.5
,....Capiz,162,92,254,170,116,286,540,160,98,258,183,122,305,563
,....Guimaras,45,8,53,273,59,332,385,40,18,58,249,65,314,372
,....Iloilo,689,726,1415,2815,398,3213,4628,791,767,1558,1338,265,1603,3161
,....Negros Occidental,10600,5220,15820,17900,7800,25700,41520,9433,5800,15233,17550,7900,25450,40683
,..REGION VII (CENTRAL VISAYAS),19699,5546,25245,77137,34177,111314,136559,21072,5396,26468,67471,30954,98425,124893
,....Bohol,2204,599,2803,5813,2460,8273,11076,1626,570,2196,5712,893,6605,8801
,....Cebu,8974,2659,11633,38803,15303,54106,65739,8768,2293,11061,31060,12443,43503,54564
,....Negros Oriental,8159,2276,10435,29171,15864,45035,55470,9900,2350,12250,27279,17150,44429,56679
,....Siquijor,362,12,374,3350,550,3900,4274,778,183,961,3420,468,3888,4849
,..REGION VIII (EASTERN VISAYAS),6374,14923,21297,12638,14250,26888,48185,5305,12926.65,18231.65,11600,11525.1,23125.1,41356.75
,....Biliran,76,108,184,47,133,180,364,69,105,174,48,137,185,359
,....Eastern Samar,42,13,55,23,26,49,104,41,50,91,29,24,53,144
,....Leyte,5025,9835,14860,8710,10732,19442,34302,3968,7830,11798,7660,7869,15529,27327
,....Northern Samar,889,2035,2924,2121,1397,3518,6442,894,2023,2917,2130,1392.1,3522.1,6439.1
,....Samar,200,2852,3052,1520,1124,2644,5696,190,2824,3014,1520,1138,2658,5672
,....Southern Leyte,142,80,222,217,838,1055,1277,143,94.65,237.65,213,965,1178,1415.65
,..REGION IX (ZAMBOANGA PENINSULA),24211.03,9218,33429.03,55363.26,19426.53,74789.79,108218.82,25730,8777.4,34507.4,58415,21629,80044,114551.4
,....Zamboanga del Norte,5807.03,1340,7147.03,21488.45,6670,28158.45,35305.48,6171,1804.4,7975.4,20144,8015,28159,36134.4
,....Zamboanga del Sur,15317,5930,21247,27610.81,9984.84,37595.65,58842.65,16835,5749,22584,33381,11536,44917,67501
,....Zamboanga Sibugay,2634,1341,3975,4831,1827,6658,10633,2724,1224,3948,4890,2078,6968,10916
,....Zamboanga City,453,607,1060,1433,944.69,2377.69,3437.69,0,0,0,0,0,0,0
,..REGION X (NORTHERN MINDANAO),50082.25,11630,61712.25,85056,51310,136366,198078.25,35141.04,15658.5,50799.54,87133.2,51966.03,139099.23,189898.77
,....Bukidnon,10175.25,1500,11675.25,19105,10782,29887,41562.25,10800.04,1523,12323.04,19314.2,9952.03,29266.23,41589.27
,....Camiguin,60,88,148,58,60,118,266,66,70,136,70,48,118,254
,....Lanao del Norte,26600,9000,35600,40410,22700,63110,98710,11325,10930,22255,43209,24647,67856,90111
,....Misamis Occidental,5210,592,5802,11600,8980,20580,26382,5454,604.5,6058.5,11000,8780,19780,25838.5
,....Misamis Oriental,8037,450,8487,13883,8788,22671,31158,7496,2531,10027,13540,8539,22079,32106
,..REGION XI (DAVAO REGION),31535,27472,59007,38949.5,48259.9,87209.4,146216.4,32968,30834,63802,38639,49045,87684,151486
,....Davao de Oro (Compostela Valley),5269,6644,11913,9009,8379,17388,29301,4628,7386,12014,9312,8120,17432,29446
,....Davao del Norte,2324,3411,5735,3570,3469,7039,12774,2477,4539,7016,3536,7156,10692,17708
,....Davao del Sur,7006,4313,11319,5632,6650,12282,23601,8915,6919,15834,8051,7315,15366,31200
,....Davao Occidental,6780,3255,10035,5454.5,9146.9,14601.4,24636.4,8403,3811,12214,5339,9534,14873,27087
,....Davao Oriental,8195,7521,15716,12399,17073,29472,45188,8545,8179,16724,12401,16920,29321,46045
,....City of Davao,1961,2328,4289,2885,3542,6427,10716,0,0,0,0,0,0,0
,..REGION XII (SOCCSKSARGEN),31698.01,8483.49,40181.5,37562,31119,68681,108862.5,27458,12657,40115,37863,32618,70481,110596
,....Cotabato (North Cotabato),5731,1470,7201,8602,5205,13807,21008,5780,2190,7970,9225,5493,14718,22688
,....Sarangani,7601,2436.49,10037.49,16129,11852,27981,38018.49,6651,2440,9091,16555,12699,29254,38345
,....South Cotabato,8377,2490,10867,8150,7710,15860,26727,7746,5606,13352,7527,7283,14810,28162
,....Sultan Kudarat,9989.01,2087,12076.01,4681,6352,11033,23109.01,7281,2421,9702,4556,7143,11699,21401
,..REGION XIII (CARAGA),1914,5041,6955,6878,11401,18279,25234,1558,2148,3706,8137,11115,19252,22958
,....Agusan del Norte,890,416,1306,794,335,1129,2435,892,367,1259,890,919,1809,3068
,....Agusan del Sur,890,4415,5305,4040,9750,13790,19095,500,1538,2038,4790,8890,13680,15718
,....Dinagat Islands,15,50,65,35,21,56,121,25,54,79,40,19,59,138
,....Surigao del Norte,35,85,120,232,212,444,564,40,95,135,240,230,470,605
,....Surigao del Sur,84,75,159,1777,1083,2860,3019,101,94,195,2177,1057,3234,3429
,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),32827,27536,60363,93556.07,32877,126433.07,186796.07,41176.95,37140.61,78317.56,92722.9,48429.83,141152.73,219470.29
,....Basilan,150,20,170,100,116,216,386,150,50,200,82,100,182,382
,....Lanao del Sur,17895,21284,39179,68070,25364,93434,132613,17895.8,21280,39175.8,70108,25363,95471,134646.8
,....Maguindanao,14433,5662,20095,24608.19,6893,31501.19,51596.19,22725.15,15206.61,37931.76,21744.9,22356.83,44101.73,82033.49
,....Sulu,146,320,466,549.88,303,852.88,1318.88,160,360,520,560,409,969,1489
,....Tawi-tawi,203,250,453,228,201,429,882,246,244,490,228,201,429,919
Yellow Corn,..CORDILLERA ADMINISTRATIVE REGION (CAR),15821,12621,28442,11746,16662,28408,56850,14010,13124.03,27134.03,7746.01,18963,26709.01,53843.04
,....Abra,188,0,188,10,0,10,198,188,0,188,4,0,4,192
,....Apayao,723,3508,4231,1766,1995,3761,7992,560,3671,4231,1202,1640,2842,7073
,....Benguet,70,30,100,24,19,43,143,70,30,100,24,19,43,143
,....Ifugao,10338,3691,14029,4197,10236,14433,28462,7907,3071,10978,4185.01,8623,12808.01,23786.01
,....Kalinga,2969,3983,6952,3096,2881,5977,12929,3752,4943.03,8695.03,175,6653,6828,15523.03
,....Mountain Province,1533,1409,2942,2653,1531,4184,7126,1533,1409,2942,2156,2028,4184,7126
,..REGION I (ILOCOS REGION),55621,25945,81566,822,792,1614,83180,56071,25909,81980,869,970,1839,83819
,....Ilocos Norte,5601,2417,8018,94,398,492,8510,6031,2111,8142,98,406,504,8646
,....Ilocos Sur,8586,6261,14847,371,190,561,15408,8109,6541,14650,371,240,611,15261
,....La Union,3651,1519,5170,2,0,2,5172,3088,1509,4597,7,0,7,4604
,....Pangasinan,37783,15748,53531,355,204,559,54090,38843,15748,54591,393,324,717,55308
,..REGION II (CAGAYAN VALLEY),106924,102650,209574,163297,46361,209658,419232,120833,95774.45,216607.45,82809,125856.69,208665.69,425273.14
,....Batanes,20,16,36,9,24,33,69,24,32.45,56.45,4,15,19,75.45
,....Cagayan,32853,30900,63753,38191,17431,55622,119375,36125,33518,69643,27618,36678,64296,133939
,....Isabela,61131,56904,118035,105346,20742,126088,244123,68018,51697,119715,47213,74740.11,121953.11,241668.11
,....Nueva Vizcaya,5299,2566,7865,7263,658,7921,15786,5558,2826,8384,4448,3658.57,8106.57,16490.57
,....Quirino,7621,12264,19885,12488,7506,19994,39879,11108,7701,18809,3526,10765,14291,33100
,..REGION III (CENTRAL LUZON),19059,13789,32848,1729,650,2379,35227,19961,16675,36636,3186,786.93,3972.93,40608.93
,....Aurora,538,952,1490,693,305,998,2488,536,937,1473,786,353,1139,2612
,....Bataan,394,420,814,83,125,208,1022,422,280,702,62,115.93,177.93,879.93
,....Bulacan,0,0,0,0,0,0,0,0,25,25,0,0,0,25
,....Nueva Ecija,932,1400,2332,471,220,691,3023,1085,3996,5081,1650,280,1930,7011
,....Pampanga,7414,1174,8588,18,0,18,8606,8001,2196,10197,0,0,0,10197
,....Tarlac,9757,9573,19330,443,0,443,19773,9857,9164,19021,522,28,550,19571
,....Zambales,24,270,294,21,0,21,315,60,77,137,166,10,176,313
,..REGION IV-A (CALABARZON),4507,1653.8,6160.8,3512,4032.43,7544.43,13705.23,4024,2021,6045,3482.4,2838.5,6320.9,12365.9
,....Batangas,240,82,322,120,157.5,277.5,599.5,249,311,560,549,220,769,1329
,....Cavite,78,0,78,42,20.5,62.5,140.5,25,12,37,65.3,23.5,88.8,125.8
,....Laguna,250,76,326,77,89.43,166.43,492.43,228,65,293,43.1,54,97.1,390.1
,....Quezon,3856,1443,5299,3216,3567,6783,12082,3470,1582,5052,2742,2473,5215,10267
,....Rizal,83,52.8,135.8,57,198,255,390.8,52,51,103,83,68,151,254
,..MIMAROPA REGION,10049,6603,16652,4403,2552,6955,23607,9936,6383,16319,3919,2812,6731,23050
,....Marinduque,22,8,30,20,2,22,52,23,0,23,0,10,10,33
,....Occidental Mindoro,8702,6155,14857,1502,660,2162,17019,8605,5798,14403,1751,996,2747,17150
,....Oriental Mindoro,110,210,320,650,592,1242,1562,92,193,285,548,606,1154,1439
,....Palawan,1215,202,1417,2168,1286,3454,4871,1212,348,1560,1615,1198,2813,4373
,....Romblon,0,28,28,63,12,75,103,4,44,48,5,2,7,55
,..REGION V (BICOL REGION),8613,22715,31328,15124,10977,26101,57429,10047,22848,32895,14559,10995,25554,58449
,....Albay,2222,8800,11022,1966,3410,5376,16398,2370,8962,11332,1970,3325,5295,16627
,....Camarines Norte,50,52,102,76,0,76,178,54,49,103,70,0,70,173
,....Camarines Sur,6223,13679,19902,12600,7198,19798,39700,7461,13700,21161,12258,7417,19675,40836
,....Catanduanes,0,52,52,0,105,105,157,33,0,33,0,0,0,33
,....Masbate,110,109,219,473,230,703,922,111,109,220,251,223,474,694
,....Sorsogon,8,23,31,9,34,43,74,18,28,46,10,30,40,86
,..REGION VI (WESTERN VISAYAS),17800,6783,24583,24122,12661,36783,61366,19654,7600,27254,28890,12306.4,41196.4,68450.4
,....Aklan,130,369,499,263,145,408,907,117,350,467,248,135,383,850
,....Antique,601,860,1461,301,35,336,1797,538,865,1403,276,31.4,307.4,1710.4
,....Capiz,5400,2175,7575,6030,1170,7200,14775,5000,1915,6915,6200,1262,7462,14377
,....Guimaras,20,4,24,195,45,240,264,23,8,31,190,60,250,281
,....Iloilo,6249,1185,7434,5883,1996,7879,15313,8876,2162,11038,10476,1518,11994,23032
,....Negros Occidental,5400,2190,7590,11450,9270,20720,28310,5100,2300,7400,11500,9300,20800,28200
,..REGION VII (CENTRAL VISAYAS),88,71,159,442,249,691,850,123,60,183,1689,228,1917,2100
,....Bohol,18,26,44,115,25,140,184,3,5,8,1422,25,1447,1455
,....Cebu,30,35,65,150,90,240,305,70,40,110,100,55,155,265
,....Negros Oriental,40,10,50,177,134,311,361,50,15,65,167,148,315,380
,....Siquijor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,..REGION VIII (EASTERN VISAYAS),1012,915,1927,1000,962,1962,3889,964,751.01,1715.01,953.33,929.1,1882.43,3597.45
,....Biliran,18,37,55,29,45,74,129,15,32,47,29,45,74,121
,....Eastern Samar,16,28,44,7,21,28,72,16,5,21,4,21,25,46
,....Leyte,461,495,956,445,488,933,1889,433,370,803,400,438,838,1641
,....Northern Samar,349,225,574,305,254,559,1133,343,214,557,307,253.1,560.1,1117.1
,....Samar,133,105,238,194,102,296,534,125,100,225,194,112,306,531
,....Southern Leyte,35,25,60,20,52,72,132,32,30.01,62.01,19.33,60,79.33,141.35
,..REGION IX (ZAMBOANGA PENINSULA),1575.5,635,2210.5,3713.14,2243.35,5956.49,8166.99,3140,656,3796,4593.5,3084,7677.5,11473.5
,....Zamboanga del Norte,306,30,336,300,1000,1300,1636,712,30,742,500,1478,1978,2720
,....Zamboanga del Sur,695,305,1000,1723.14,160.35,1883.49,2883.49,2271,538,2809,3482,1417,4899,7708
,....Zamboanga Sibugay,216,82,298,615,450,1065,1363,157,88,245,611.5,189,800.5,1045.5
,....Zamboanga City,358.5,218,576.5,1075,633,1708,2284.5,0,0,0,0,0,0,0
,..REGION X (NORTHERN MINDANAO),52519,11119,63638,53525,56644,110169,173807,53989.19,12249,66238.19,51905,76823,128728,194966.19
,....Bukidnon,48786,10000,58786,43752,47240,90992,149778,48632.19,10197,58829.19,42283,66677,108960,167789.19
,....Camiguin,10,17,27,17,20,37,64,14,17,31,22,16,38,69
,....Lanao del Norte,565,564,1129,4500,5500,10000,11129,278,800,1078,4800,6425,11225,12303
,....Misamis Occidental,300,30,330,550,340,890,1220,310,35,345,400,303,703,1048
,....Misamis Oriental,2858,508,3366,4706,3544,8250,11616,4755,1200,5955,4400,3402,7802,13757
,..REGION XI (DAVAO REGION),6436,4559,10995,7051,5055.99,12106.99,23101.99,6500,5301,11801,6943,5065,12008,23809
,....Davao de Oro (Compostela Valley),2609,1333,3942,2583,2065,4648,8590,2629,1591,4220,2748,2002,4750,8970
,....Davao del Norte,1576,1114,2690,1468,1412,2880,5570,1622,1482,3104,1464,1892,3356,6460
,....Davao del Sur,632,825,1457,1377,507,1884,3341,1299,1387,2686,1799,578,2377,5063
,....Davao Occidental,712,692,1404,933,176.99,1109.99,2513.99,472,704,1176,733,200,933,2109
,....Davao Oriental,440,117,557,199,396,595,1152,478,137,615,199,393,592,1207
,....City of Davao,467,478,945,491,499,990,1935,0,0,0,0,0,0,0
,..REGION XII (SOCCSKSARGEN),68319,22895.99,91214.99,98661,89831,188492,279706.99,73443,29184,102627,93442,90698,184140,286767
,....Cotabato (North Cotabato),21389,5518,26907,29221,23280,52501,79408,24883,7140,32023,30366,23952,54318,86341
,....Sarangani,3754,2413.99,6167.99,9515,11388,20903,27070.99,6618,2485,9103,8679,11687,20366,29469
,....South Cotabato,23097,8619,31716,40234,33816,74050,105766,23213,13036,36249,34123,33024,67147,103396
,....Sultan Kudarat,20079,6345,26424,19691,21347,41038,67462,18729,6523,25252,20274,22035,42309,67561
,..REGION XIII (CARAGA),635,4688,5323,5639,8354,13993,19316,213,2195,2408,6886,8681,15567,17975
,....Agusan del Norte,117,281,398,520,138,658,1056,45,295,340,750,980,1730,2070
,....Agusan del Sur,460,4305,4765,4145,7465,11610,16375,100,1780,1880,5037,7055,12092,13972
,....Dinagat Islands,8,14,22,12,8,20,42,5,5,10,15,7,22,32
,....Surigao del Norte,13,50,63,122,63,185,248,15,65,80,128,68,196,276
,....Surigao del Sur,37,38,75,840,680,1520,1595,48,50,98,956,571,1527,1625
,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),68757,17998.24,86755.24,58073.09,34245.51,92318.6,179073.84,54436.35,16654.03,71090.38,42509.1,17859.42,60368.52,131458.89
,....Basilan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,....Lanao del Sur,16290,580,16870,15924,6930,22854,39724,16290.7,578,16868.7,16395,6932,23327,40195.7
,....Maguindanao,52467,17418.24,69885.24,42149.09,27315.51,69464.6,139349.84,38145.65,16076.03,54221.68,26114.1,10927.42,37041.52,91263.19
,....Sulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,....Tawi-tawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corn,..CORDILLERA ADMINISTRATIVE REGION (CAR),16954,12668,29622,16881,16718,33599,63221,15127,13282.25,28409.25,12874.01,19059,31933.01,60342.26
,....Abra,1253,0,1253,5077,0,5077,6330,1253,0,1253,5077,0,5077,6330
,....Apayao,748,3543,4291,1776,2045,3821,8112,569,3677,4246,1217,1652,2869,7115
,....Benguet,80,42,122,33,25,58,180,80,42,122,33,25,58,180
,....Ifugao,10338,3691,14029,4197,10236,14433,28462,7907,3071,10978,4197.01,8623,12820.01,23798.01
,....Kalinga,3002,3983,6985,3126,2881,6007,12992,3785,5083.25,8868.25,175,6731,6906,15774.25
,....Mountain Province,1533,1409,2942,2672,1531,4203,7145,1533,1409,2942,2175,2028,4203,7145
,..REGION I (ILOCOS REGION),61920,28936.96,90856.96,2118,2192,4310,95166.96,62475,28970,91445,1990,2326,4316,95761
,....Ilocos Norte,8158,2717,10875,339,628,967,11842,8416,2389,10805,180,630,810,11615
,....Ilocos Sur,9954,7252.96,17206.96,1016,730,1746,18952.96,9527,7603,17130,1016,757,1773,18903
,....La Union,4484,2220,6704,226,334,560,7264,4082,2231,6313,216,319,535,6848
,....Pangasinan,39324,16747,56071,537,500,1037,57108,40450,16747,57197,578,620,1198,58395
,..REGION II (CAGAYAN VALLEY),109870,104636,214506,166206,48068,214274,428780,123668,97470.77,221138.77,84088,127697.69,211785.69,432924.46
,....Batanes,26,29,55,15,33,48,103,32,74.77,106.77,7,21,28,134.77
,....Cagayan,33955,31677,65632,39694,18057,57751,123383,37214,34321,71535,28437,37398,65835,137370
,....Isabela,62415,57880,120295,106365,21700,128065,248360,69366,52447,121813,47509,75633.11,123142.11,244955.11
,....Nueva Vizcaya,5568,2673,8241,7438,719,8157,16398,5746,2916,8662,4562,3815.57,8377.57,17039.57
,....Quirino,7906,12377,20283,12694,7559,20253,40536,11310,7712,19022,3573,10830,14403,33425
,..REGION III (CENTRAL LUZON),23127.21,17524.7,40651.91,4024.09,2171.4,6195.49,46847.4,24626,20293,44919,4750.92,2124,6874.92,51793.92
,....Aurora,728,1134,1862,802,403.4,1205.4,3067.4,685,1082,1767,850,388,1238,3005
,....Bataan,558,574,1132,139,159,298,1430,598,371,969,108,168,276,1245
,....Bulacan,578,90,668,49.09,28,77.09,745.09,395,51,446,30,28,58,504
,....Nueva Ecija,3060.52,3532.7,6593.22,1396,1420,2816,9409.22,4213,6751,10964,2528,1350,3878,14842
,....Pampanga,8277,1998,10275,589,39,628,10903,8677,2468,11145,373.92,70,443.92,11588.92
,....Tarlac,9883,9836,19719,981,88,1069,20788,9978,9409,19387,676,90,766,20153
,....Zambales,42.69,360,402.69,68,34,102,504.69,80,161,241,185,30,215,456
,..REGION IV-A (CALABARZON),6365.65,3655.7,10021.35,8491.69,8316.31,16808,26829.35,6370,3599.15,9969.15,8168.85,7043.13,15211.98,25181.13
,....Batangas,544,155,699,1651,1622.42,3273.42,3972.42,1119,469,1588,2373.15,1672.8,4045.95,5633.95
,....Cavite,127,18.3,145.3,620,96.69,716.69,861.99,97,49.25,146.25,414.6,121.33,535.93,682.18
,....Laguna,596,349,945,357.64,215.45,573.09,1518.09,516,200.9,716.9,293.1,190,483.1,1200
